Genename	Up	targetlog2	TFlog2	Down	targetlog2	TFlog2	Predict	Label	
SDHC	Up	0.146317068	0.295501243	Down	-0.363937709	0.296051142	0	1	1
SDHC	Up	0.197808058	-0.199753404	Down	-0.061031891	-0.141000051	0	1	1
CSF2	Up	1.980147976	0.295501243	Down	0	0.296051142	0	0	0
CSF2	Up	0	-0.199753404	Down	-0.046579065	-0.141000051	0	0	0
DUSP5	Up	0.726112858	0.295501243	Down	0.050576214	0.296051142	0	0	0
DUSP5	Up	1.593633537	-0.199753404	Down	-0.472254195	-0.141000051	0	0	0
MAPK14	Up	0.025741526	0.295501243	Down	0.284408639	0.296051142	0	0	0
MAPK14	Up	-0.256295425	-0.199753404	Down	0.321096389	-0.141000051	0	0	0
CD34	Up	0.214605013	0.295501243	Down	0.385547696	0.296051142	0	0	0
CD34	Up	-1.772419751	-0.199753404	Down	0.983496023	-0.141000051	1	0	1
NFKB2	Up	0.252362639	0.295501243	Down	-0.150993971	0.296051142	0	1	1
NFKB2	Up	2.390704924	-0.199753404	Down	-0.994665149	-0.141000051	0	1	1
CASP3	Up	0.116706957	0.295501243	Down	0.194651614	0.296051142	0	0	0
CASP3	Up	-0.706971843	-0.199753404	Down	0.696865635	-0.141000051	0	0	0
BATF	Up	-0.272187671	0.295501243	Down	0.353017446	0.296051142	0	0	0
BATF	Up	0.489543175	-0.199753404	Down	1.608098883	-0.141000051	0	0	0
CSF1	Up	-0.425380453	0.295501243	Down	0.1868119	0.296051142	0	0	0
CSF1	Up	0.007383491	-0.199753404	Down	1.234621602	-0.141000051	0	0	0
MAP2K3	Up	-0.006984362	0.295501243	Down	-0.378687076	0.296051142	0	1	1
MAP2K3	Up	0.832605168	-0.199753404	Down	-0.795008592	-0.141000051	0	1	1
ELK4	Up	0.155454931	0.295501243	Down	0.017779088	0.296051142	0	0	0
ELK4	Up	0.556273017	-0.199753404	Down	-0.876260705	-0.141000051	0	0	0
JAK3	Up	0.093641228	0.295501243	Down	0.183364751	0.296051142	0	0	0
JAK3	Up	-0.304715205	-0.199753404	Down	-0.039764427	-0.141000051	0	0	0
IFNG	Up	0	0.295501243	Down	0	0.296051142	0	0	0
IFNG	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
SELL	Up	-0.120823397	0.295501243	Down	0	0.296051142	0	0	0
SELL	Up	-0.657483744	-0.199753404	Down	1.891774262	-0.141000051	0	0	0
IL16	Up	-1.214644093	0.295501243	Down	0.688928171	0.296051142	0	1	1
IL16	Up	-0.155237454	-0.199753404	Down	0.221829154	-0.141000051	0	1	1
ITGB2	Up	0.063858711	0.295501243	Down	0.113587938	0.296051142	0	0	0
ITGB2	Up	-0.194802072	-0.199753404	Down	0.567011912	-0.141000051	0	0	0
XIAP	Up	-0.11614694	0.295501243	Down	0.021983228	0.296051142	0	0	0
XIAP	Up	0.056243982	-0.199753404	Down	-0.485857993	-0.141000051	0	0	0
CTSL	Up	-0.367701984	0.295501243	Down	1.514393324	0.296051142	0	0	0
CTSL	Up	-0.479526002	-0.199753404	Down	0.578652043	-0.141000051	0	0	0
NFATC1	Up	0.188960459	0.295501243	Down	-0.649817171	0.296051142	0	1	1
NFATC1	Up	3.05457174	-0.199753404	Down	-2.778634317	-0.141000051	0	1	1
IER3	Up	-0.178452613	0.295501243	Down	0.617726153	0.296051142	0	1	1
IER3	Up	-1.444146324	-0.199753404	Down	2.734058802	-0.141000051	1	1	0
PTGS2	Up	-1.177083319	0.295501243	Down	0.13277802	0.296051142	0	0	0
PTGS2	Up	0.269842431	-0.199753404	Down	0.180292157	-0.141000051	0	0	0
IFIT3	Up	-0.239419814	0.295501243	Down	0.571601263	0.296051142	0	1	1
IFIT3	Up	-0.199683761	-0.199753404	Down	0.387025757	-0.141000051	0	1	1
RIPK3	Up	0.008539055	0.295501243	Down	0.648712151	0.296051142	0	0	0
RIPK3	Up	0.460431195	-0.199753404	Down	0.081815792	-0.141000051	0	0	0
HMGB1	Up	-0.111402836	0.295501243	Down	0.278590653	0.296051142	0	0	0
HMGB1	Up	0.49138808	-0.199753404	Down	-0.507095499	-0.141000051	0	0	0
HIVEP1	Up	0.090862098	0.295501243	Down	0.010186552	0.296051142	0	0	0
HIVEP1	Up	0.509251608	-0.199753404	Down	-0.293182675	-0.141000051	0	0	0
SOCS3	Up	0.2680858	0.295501243	Down	0.118535164	0.296051142	0	0	0
SOCS3	Up	2.631563419	-0.199753404	Down	1.269053591	-0.141000051	0	0	0
JAG2	Up	0.740531509	0.295501243	Down	0.366019679	0.296051142	0	0	0
JAG2	Up	-0.897813378	-0.199753404	Down	0.113209783	-0.141000051	0	0	0
STAT5A	Up	-0.018864251	0.295501243	Down	0.080240125	0.296051142	0	0	0
STAT5A	Up	0.102696779	-0.199753404	Down	0.129745351	-0.141000051	0	0	0
CSF1R	Up	-0.005083633	0.295501243	Down	-0.116029004	0.296051142	0	0	0
CSF1R	Up	-1.555612296	-0.199753404	Down	0.68204868	-0.141000051	0	0	0
LCK	Up	1.631134273	0.295501243	Down	0.058972201	0.296051142	0	0	0
LCK	Up	0.057199438	-0.199753404	Down	0.027015329	-0.141000051	0	0	0
CCL5	Up	-0.167908302	0.295501243	Down	0.269472278	0.296051142	0	0	0
CCL5	Up	0.170868453	-0.199753404	Down	-0.346814403	-0.141000051	0	0	0
BCL6	Up	-0.229691682	0.295501243	Down	0.262374285	0.296051142	0	0	0
BCL6	Up	-0.968196874	-0.199753404	Down	-1.129301487	-0.141000051	0	0	0
XPO1	Up	0.041705975	0.295501243	Down	0.337834989	0.296051142	0	0	0
XPO1	Up	0.325541407	-0.199753404	Down	-0.347748957	-0.141000051	0	0	0
ATF3	Up	-1.296441586	0.295501243	Down	0.96264145	0.296051142	0	1	1
ATF3	Up	-3.177790744	-0.199753404	Down	3.222414172	-0.141000051	1	1	0
TRAF6	Up	-0.061161194	0.295501243	Down	-0.304993429	0.296051142	0	0	0
TRAF6	Up	0.298134728	-0.199753404	Down	-0.479681668	-0.141000051	0	0	0
E2F4	Up	0.02806146	0.295501243	Down	-0.017099727	0.296051142	0	0	0
E2F4	Up	0.013296558	-0.199753404	Down	0.106926207	-0.141000051	0	0	0
PLK3	Up	-0.059836709	0.295501243	Down	0.03863496	0.296051142	0	0	0
PLK3	Up	-1.535215817	-0.199753404	Down	1.539951127	-0.141000051	1	0	1
TRIM25	Up	-0.089253473	0.295501243	Down	0.136530728	0.296051142	0	0	0
TRIM25	Up	0.400676517	-0.199753404	Down	-0.222631999	-0.141000051	0	0	0
IL10	Up	0.232295664	0.295501243	Down	0.342436816	0.296051142	0	0	0
IL10	Up	-0.073074341	-0.199753404	Down	-0.22924705	-0.141000051	0	0	0
BTK	Up	0.028940246	0.295501243	Down	0.025800123	0.296051142	0	0	0
BTK	Up	0.270352322	-0.199753404	Down	-0.136368137	-0.141000051	0	0	0
MAPK8	Up	0.209565947	0.295501243	Down	0.085782358	0.296051142	0	1	1
MAPK8	Up	0.756936853	-0.199753404	Down	-0.729319307	-0.141000051	0	1	1
IKZF1	Up	-0.165092721	0.295501243	Down	0.436708711	0.296051142	0	1	1
IKZF1	Up	-0.944577591	-0.199753404	Down	0.564262071	-0.141000051	0	1	1
IL3	Up	0	0.295501243	Down	0	0.296051142	0	0	0
IL3	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
HSPA4	Up	0.071431922	0.295501243	Down	-0.052527333	0.296051142	0	0	0
HSPA4	Up	0.50583346	-0.199753404	Down	-0.471641972	-0.141000051	0	0	0
NOD2	Up	0.140427879	0.295501243	Down	0.259676314	0.296051142	0	0	0
NOD2	Up	-0.281887236	-0.199753404	Down	0.399483276	-0.141000051	0	0	0
IFI30	Up	0.242330656	0.295501243	Down	-0.564708121	0.296051142	0	1	1
IFI30	Up	0.86124919	-0.199753404	Down	0.04438401	-0.141000051	0	1	1
LGALS9	Up	-0.41156067	0.295501243	Down	0.505073912	0.296051142	0	1	1
LGALS9	Up	-1.641442696	-0.199753404	Down	1.991685449	-0.141000051	1	1	0
CREBBP	Up	-0.155151502	0.295501243	Down	-0.217277666	0.296051142	0	0	0
CREBBP	Up	0.318388176	-0.199753404	Down	-0.478922707	-0.141000051	0	0	0
BST2	Up	-0.255618265	0.295501243	Down	0.483837901	0.296051142	0	0	0
BST2	Up	-0.222618208	-0.199753404	Down	0.371702321	-0.141000051	0	0	0
LYN	Up	-0.034222566	0.295501243	Down	0.024883836	0.296051142	0	0	0
LYN	Up	-0.985850728	-0.199753404	Down	0.337904672	-0.141000051	0	0	0
CD40	Up	0.038836601	0.295501243	Down	0.20069735	0.296051142	0	1	1
CD40	Up	-0.396685765	-0.199753404	Down	0.318548865	-0.141000051	0	1	1
ZEB1	Up	0.338253564	0.295501243	Down	-0.160277483	0.296051142	0	0	0
ZEB1	Up	0.481415748	-0.199753404	Down	-0.323572298	-0.141000051	0	0	0
IDO1	Up	-0.681212704	0.295501243	Down	0.32795407	0.296051142	0	0	0
IDO1	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
IRAK2	Up	-0.022028989	0.295501243	Down	-0.039065341	0.296051142	0	0	0
IRAK2	Up	0.278385722	-0.199753404	Down	-0.47222482	-0.141000051	0	0	0
STAT5B	Up	-0.318078831	0.295501243	Down	0.23530043	0.296051142	0	0	0
STAT5B	Up	-0.380384757	-0.199753404	Down	0.148704226	-0.141000051	0	0	0
KDM6B	Up	0.143081488	0.295501243	Down	-0.175077192	0.296051142	0	0	0
KDM6B	Up	1.034385542	-0.199753404	Down	-0.898276565	-0.141000051	0	0	0
PAX5	Up	0	0.295501243	Down	0	0.296051142	0	0	0
PAX5	Up	-0.118095219	-0.199753404	Down	0	-0.141000051	0	0	0
SMAD2	Up	0.014731982	0.295501243	Down	0.197375792	0.296051142	0	0	0
SMAD2	Up	-0.099974191	-0.199753404	Down	0.086847185	-0.141000051	0	0	0
CYCS	Up	0.230590639	0.295501243	Down	-0.328646076	0.296051142	0	1	1
CYCS	Up	0.646699874	-0.199753404	Down	-0.42600516	-0.141000051	0	1	1
YY1	Up	0.027947383	0.295501243	Down	0.073868772	0.296051142	0	0	0
YY1	Up	0.261399009	-0.199753404	Down	-0.263497567	-0.141000051	0	0	0
ZFP36	Up	-0.053153875	0.295501243	Down	0.029887714	0.296051142	0	0	0
ZFP36	Up	-0.679642416	-0.199753404	Down	1.104962624	-0.141000051	0	0	0
IFIT1	Up	0.016573725	0.295501243	Down	0.484539591	0.296051142	0	0	0
IFIT1	Up	0.144216457	-0.199753404	Down	0.188892539	-0.141000051	0	0	0
CCR2	Up	-0.360872205	0.295501243	Down	-0.055819692	0.296051142	0	0	0
CCR2	Up	-2.388269273	-0.199753404	Down	2.31229993	-0.141000051	1	0	1
TSLP	Up	1.888646108	0.295501243	Down	0.134824424	0.296051142	0	0	0
TSLP	Up	-0.023366957	-0.199753404	Down	-0.021410685	-0.141000051	0	0	0
IL20RA	Up	0	0.295501243	Down	0	0.296051142	0	0	0
IL20RA	Up	0	-0.199753404	Down	-0.020529937	-0.141000051	0	0	0
TLR6	Up	-0.355184968	0.295501243	Down	0.355626208	0.296051142	0	1	1
TLR6	Up	-1.210506216	-0.199753404	Down	1.335288813	-0.141000051	0	1	1
CD44	Up	-0.27899865	0.295501243	Down	0.179035246	0.296051142	0	0	0
CD44	Up	0.533688416	-0.199753404	Down	-0.253501368	-0.141000051	0	0	0
TCF3	Up	0.120375065	0.295501243	Down	-0.080107047	0.296051142	0	0	0
TCF3	Up	0.326306621	-0.199753404	Down	-0.224348464	-0.141000051	0	0	0
TRADD	Up	0.06592865	0.295501243	Down	0.12389964	0.296051142	0	0	0
TRADD	Up	0.086180927	-0.199753404	Down	0.018748366	-0.141000051	0	0	0
AHR	Up	0.378880174	0.295501243	Down	0.000206114	0.296051142	0	0	0
AHR	Up	0.756762439	-0.199753404	Down	-0.039695649	-0.141000051	0	0	0
ELF4	Up	0.004985651	0.295501243	Down	0.022720881	0.296051142	0	0	0
ELF4	Up	-0.325719803	-0.199753404	Down	0.000138659	-0.141000051	0	0	0
CXCL10	Up	0.014002446	0.295501243	Down	0.357527049	0.296051142	0	0	0
CXCL10	Up	2.107684194	-0.199753404	Down	0.56123569	-0.141000051	0	0	0
B2M	Up	-0.092949481	0.295501243	Down	0.468475667	0.296051142	0	0	0
B2M	Up	0.187922323	-0.199753404	Down	0.045544802	-0.141000051	0	0	0
FOXO3	Up	-4.204789828	0.295501243	Down	-0.155081009	0.296051142	1	0	1
FOXO3	Up	-0.092426447	-0.199753404	Down	0.102623107	-0.141000051	0	0	0
CHUK	Up	0.016929983	0.295501243	Down	0.114082939	0.296051142	0	0	0
CHUK	Up	0.098183889	-0.199753404	Down	-0.09908058	-0.141000051	0	0	0
CLEC7A	Up	-0.325807774	0.295501243	Down	-0.072389858	0.296051142	0	0	0
CLEC7A	Up	-0.732150942	-0.199753404	Down	3.681742746	-0.141000051	1	0	1
JAK1	Up	-0.133226551	0.295501243	Down	0.103786842	0.296051142	0	0	0
JAK1	Up	-0.309547412	-0.199753404	Down	0.294426334	-0.141000051	0	0	0
HIST2H2BE	Up	0.160028006	0.295501243	Down	-0.537722907	0.296051142	0	0	0
HIST2H2BE	Up	0.072061438	-0.199753404	Down	-0.207434127	-0.141000051	0	0	0
CD82	Up	0.03092602	0.295501243	Down	-0.291224244	0.296051142	0	0	0
CD82	Up	1.850124965	-0.199753404	Down	-1.183865542	-0.141000051	0	0	0
SPIB	Up	0.353145796	0.295501243	Down	-0.273054361	0.296051142	0	0	0
SPIB	Up	-0.090610506	-0.199753404	Down	-0.046517026	-0.141000051	0	0	0
CD4	Up	-0.109766713	0.295501243	Down	0.10950006	0.296051142	0	0	0
CD4	Up	-0.564145396	-0.199753404	Down	0.102319194	-0.141000051	0	0	0
MAFF	Up	0.307884238	0.295501243	Down	-0.45733787	0.296051142	0	0	0
MAFF	Up	-0.355373054	-0.199753404	Down	0.49849979	-0.141000051	0	0	0
IFNB1	Up	0	0.295501243	Down	-0.077926579	0.296051142	0	0	0
IFNB1	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
IL7	Up	0.59162256	0.295501243	Down	0.042617245	0.296051142	0	0	0
IL7	Up	-0.120235223	-0.199753404	Down	0.105417688	-0.141000051	0	0	0
CLEC4E	Up	0.200757286	0.295501243	Down	1.827196386	0.296051142	0	0	0
CLEC4E	Up	-0.209453051	-0.199753404	Down	0.285521623	-0.141000051	0	0	0
IRF5	Up	-0.089033954	0.295501243	Down	0.443945134	0.296051142	0	1	1
IRF5	Up	-1.022128371	-0.199753404	Down	0.795423804	-0.141000051	0	1	1
SFN	Up	-0.223129685	0.295501243	Down	0.071983601	0.296051142	0	0	0
SFN	Up	0.027217314	-0.199753404	Down	0.277740393	-0.141000051	0	0	0
HIF1A	Up	0.072699004	0.295501243	Down	0.332907414	0.296051142	0	1	1
HIF1A	Up	-0.235883059	-0.199753404	Down	0.407207831	-0.141000051	0	1	1
IL15RA	Up	0.244770166	0.295501243	Down	-0.214974542	0.296051142	0	1	1
IL15RA	Up	0.123139896	-0.199753404	Down	-0.038271023	-0.141000051	0	1	1
NR4A1	Up	-0.251842391	0.295501243	Down	-0.04620379	0.296051142	0	0	0
NR4A1	Up	-0.529594873	-0.199753404	Down	-0.496556527	-0.141000051	0	0	0
IL2RB	Up	0.395997135	0.295501243	Down	0	0.296051142	0	0	0
IL2RB	Up	-0.016425003	-0.199753404	Down	0	-0.141000051	0	0	0
ETS2	Up	0.053795464	0.295501243	Down	0.172482216	0.296051142	0	1	1
ETS2	Up	-2.119975145	-0.199753404	Down	2.01789973	-0.141000051	1	1	0
FYB	Up	-0.204395833	0.295501243	Down	0.718636852	0.296051142	0	1	1
FYB	Up	-1.175683834	-0.199753404	Down	0.000315735	-0.141000051	0	1	1
LIF	Up	0.221218595	0.295501243	Down	-0.537838589	0.296051142	0	1	1
LIF	Up	0.458417363	-0.199753404	Down	-0.273265323	-0.141000051	0	1	1
IFIH1	Up	-0.184291602	0.295501243	Down	0.272682295	0.296051142	0	0	0
IFIH1	Up	-0.294563324	-0.199753404	Down	0.316129821	-0.141000051	0	0	0
COMMD2	Up	0.109329322	0.295501243	Down	0.064952737	0.296051142	0	0	0
COMMD2	Up	0.150729692	-0.199753404	Down	0.054888821	-0.141000051	0	0	0
ZAP70	Up	1.708051804	0.295501243	Down	-0.014227877	0.296051142	0	0	0
ZAP70	Up	0	-0.199753404	Down	-0.017063873	-0.141000051	0	0	0
DHX58	Up	-0.295097153	0.295501243	Down	0.272438323	0.296051142	0	0	0
DHX58	Up	-0.318198998	-0.199753404	Down	0.068410007	-0.141000051	0	0	0
ALB	Up	0	0.295501243	Down	-0.007195501	0.296051142	0	0	0
ALB	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
CDK6	Up	-0.398877427	0.295501243	Down	-0.322775179	0.296051142	0	0	0
CDK6	Up	1.108212851	-0.199753404	Down	-1.322939183	-0.141000051	0	0	0
LGALS3	Up	-0.269684723	0.295501243	Down	0.227228699	0.296051142	0	0	0
LGALS3	Up	-0.166333369	-0.199753404	Down	1.461836011	-0.141000051	0	0	0
CDK2	Up	0.114508393	0.295501243	Down	0.464664657	0.296051142	0	0	0
CDK2	Up	-0.059292407	-0.199753404	Down	-0.099731851	-0.141000051	0	0	0
STAT6	Up	-0.060901964	0.295501243	Down	0.26661561	0.296051142	0	0	0
STAT6	Up	-0.454924519	-0.199753404	Down	0.204829728	-0.141000051	0	0	0
CYBB	Up	-0.467186141	0.295501243	Down	0.715069321	0.296051142	0	1	1
CYBB	Up	-0.82573651	-0.199753404	Down	1.007146598	-0.141000051	0	1	1
DNMT1	Up	-0.111250774	0.295501243	Down	0.274991323	0.296051142	0	0	0
DNMT1	Up	0.20485941	-0.199753404	Down	-0.410980031	-0.141000051	0	0	0
SP3	Up	-0.016544683	0.295501243	Down	0.231459412	0.296051142	0	0	0
SP3	Up	-0.000238728	-0.199753404	Down	-0.256935069	-0.141000051	0	0	0
CCL7	Up	-0.589802778	0.295501243	Down	0.790076931	0.296051142	0	1	1
CCL7	Up	-4.994136081	-0.199753404	Down	7.374190266	-0.141000051	1	1	0
BIRC5	Up	0.110007771	0.295501243	Down	0.50436025	0.296051142	0	0	0
BIRC5	Up	0.116901541	-0.199753404	Down	-0.301194271	-0.141000051	0	0	0
CDH1	Up	-0.105753808	0.295501243	Down	0.043347461	0.296051142	0	0	0
CDH1	Up	-0.125328318	-0.199753404	Down	2.066768111	-0.141000051	0	0	0
RAC2	Up	0.225052384	0.295501243	Down	-0.718671999	0.296051142	0	0	0
RAC2	Up	-0.327095982	-0.199753404	Down	0.316614039	-0.141000051	0	0	0
TNFSF13B	Up	-0.027017303	0.295501243	Down	-0.060985201	0.296051142	0	0	0
TNFSF13B	Up	-0.319794547	-0.199753404	Down	0.091924272	-0.141000051	0	0	0
APAF1	Up	-0.181921727	0.295501243	Down	0.184463434	0.296051142	0	0	0
APAF1	Up	0.322398956	-0.199753404	Down	-0.070870171	-0.141000051	0	0	0
IRF7	Up	-0.046766431	0.295501243	Down	0.468818604	0.296051142	0	1	1
IRF7	Up	-0.33276195	-0.199753404	Down	0.406063186	-0.141000051	0	1	1
HPGDS	Up	-0.166702712	0.295501243	Down	0.79559198	0.296051142	0	0	0
HPGDS	Up	-2.693252329	-0.199753404	Down	1.663771445	-0.141000051	1	0	1
TYROBP	Up	0.037691266	0.295501243	Down	0.048777898	0.296051142	0	0	0
TYROBP	Up	-0.706451611	-0.199753404	Down	0.440700076	-0.141000051	0	0	0
NFIL3	Up	-0.454280248	0.295501243	Down	0.046711023	0.296051142	0	0	0
NFIL3	Up	-0.440822368	-0.199753404	Down	1.129967283	-0.141000051	0	0	0
IL1R2	Up	0.098136342	0.295501243	Down	0	0.296051142	0	0	0
IL1R2	Up	-0.434477552	-0.199753404	Down	1.668679692	-0.141000051	0	0	0
CAT	Up	-0.587779837	0.295501243	Down	0.677530444	0.296051142	0	1	1
CAT	Up	-1.218526477	-0.199753404	Down	0.623076031	-0.141000051	0	1	1
TBP	Up	0.041565123	0.295501243	Down	-0.150516587	0.296051142	0	0	0
TBP	Up	0.401736917	-0.199753404	Down	-0.365170331	-0.141000051	0	0	0
IKBKB	Up	-0.041097196	0.295501243	Down	0.037222647	0.296051142	0	0	0
IKBKB	Up	-0.044272069	-0.199753404	Down	-0.001421046	-0.141000051	0	0	0
EGR1	Up	0.151307462	0.295501243	Down	0.265240062	0.296051142	0	0	0
EGR1	Up	-0.429056045	-0.199753404	Down	1.698708013	-0.141000051	0	0	0
IL17RA	Up	-0.079606382	0.295501243	Down	-0.147810411	0.296051142	0	0	0
IL17RA	Up	-1.961625146	-0.199753404	Down	1.27211445	-0.141000051	1	0	1
CEBPA	Up	-0.293591474	0.295501243	Down	0.432508573	0.296051142	0	1	1
CEBPA	Up	-0.070172891	-0.199753404	Down	0.014186579	-0.141000051	0	1	1
FOXP3	Up	0.576682191	0.295501243	Down	-0.007458319	0.296051142	0	0	0
FOXP3	Up	0.20961172	-0.199753404	Down	-0.127270467	-0.141000051	0	0	0
MMP9	Up	0.21517297	0.295501243	Down	-1.299057071	0.296051142	0	1	1
MMP9	Up	4.042060682	-0.199753404	Down	-2.870491363	-0.141000051	0	1	1
SOD1	Up	0.071244867	0.295501243	Down	0.104634152	0.296051142	0	0	0
SOD1	Up	0.705226652	-0.199753404	Down	-1.152258589	-0.141000051	0	0	0
TNFRSF1A	Up	-0.019134455	0.295501243	Down	0.279843972	0.296051142	0	1	1
TNFRSF1A	Up	-0.628457686	-0.199753404	Down	0.259479264	-0.141000051	0	1	1
PARP10	Up	0.068841811	0.295501243	Down	0.187439708	0.296051142	0	0	0
PARP10	Up	-0.120913775	-0.199753404	Down	0.131434451	-0.141000051	0	0	0
RB1	Up	-0.101740232	0.295501243	Down	0.396994595	0.296051142	0	1	1
RB1	Up	-0.781268965	-0.199753404	Down	0.590348032	-0.141000051	0	1	1
CCRL2	Up	-0.640663479	0.295501243	Down	0.28715233	0.296051142	0	1	1
CCRL2	Up	-0.242088276	-0.199753404	Down	0.361813059	-0.141000051	0	1	1
CXCR4	Up	-0.096545955	0.295501243	Down	0.070257062	0.296051142	0	0	0
CXCR4	Up	0.045387446	-0.199753404	Down	-0.510318978	-0.141000051	0	0	0
SIRT1	Up	0.132112669	0.295501243	Down	-0.056622494	0.296051142	0	0	0
SIRT1	Up	0.439429782	-0.199753404	Down	-0.630150772	-0.141000051	0	0	0
INPP5D	Up	-0.00808908	0.295501243	Down	0.077436841	0.296051142	0	1	1
INPP5D	Up	-0.816328436	-0.199753404	Down	0.308920626	-0.141000051	0	1	1
IL2RG	Up	-0.084306713	0.295501243	Down	0.44047391	0.296051142	0	0	0
IL2RG	Up	1.874789215	-0.199753404	Down	-0.415956211	-0.141000051	0	0	0
IRAK4	Up	0.090011676	0.295501243	Down	-0.010592386	0.296051142	0	0	0
IRAK4	Up	-0.291037334	-0.199753404	Down	-0.019066916	-0.141000051	0	0	0
IL6	Up	0	0.295501243	Down	0	0.296051142	0	0	0
IL6	Up	-0.002170564	-0.199753404	Down	0.651451953	-0.141000051	0	0	0
TYMP	Up	0.936093147	0.295501243	Down	-0.229905793	0.296051142	0	0	0
TYMP	Up	0.229111775	-0.199753404	Down	-0.306031901	-0.141000051	0	0	0
TNFRSF1B	Up	-0.33734537	0.295501243	Down	0.270501738	0.296051142	0	1	1
TNFRSF1B	Up	-0.930917644	-0.199753404	Down	1.38659932	-0.141000051	0	1	1
MAPK9	Up	-0.048086954	0.295501243	Down	0.252706791	0.296051142	0	1	1
MAPK9	Up	-0.221580875	-0.199753404	Down	0.11834135	-0.141000051	0	1	1
CEBPD	Up	0.507879372	0.295501243	Down	0.390988043	0.296051142	0	0	0
CEBPD	Up	-1.151224682	-0.199753404	Down	1.242529181	-0.141000051	0	0	0
PTGER4	Up	0.357106449	0.295501243	Down	0.422768411	0.296051142	0	0	0
PTGER4	Up	-0.684335014	-0.199753404	Down	0.956299874	-0.141000051	0	0	0
FLT3	Up	0.741788637	0.295501243	Down	0.002815016	0.296051142	0	0	0
FLT3	Up	-0.25140232	-0.199753404	Down	0.273578374	-0.141000051	0	0	0
CDK4	Up	0.011954231	0.295501243	Down	-0.08453351	0.296051142	0	0	0
CDK4	Up	0.654788434	-0.199753404	Down	-0.271181656	-0.141000051	0	0	0
PDCD1	Up	0	0.295501243	Down	0	0.296051142	0	0	0
PDCD1	Up	0	-0.199753404	Down	-0.022406166	-0.141000051	0	0	0
PSMB5	Up	0.06381734	0.295501243	Down	-0.160767385	0.296051142	0	0	0
PSMB5	Up	0.225246732	-0.199753404	Down	-0.103772709	-0.141000051	0	0	0
CTLA4	Up	2.985081083	0.295501243	Down	0	0.296051142	0	0	0
